activity_id,parent_id,source_id,assay_id,canonical_molecule_id,canonical_inchikey,exclusion_category,final_modeling_role,exclusion_reason,decision_provenance,molecule_survives_elsewhere,notes
ACTL00001,PARENT0268,PMID_18678919,,CM00111,CTEGQKDJTBWFHW-UHFFFAOYSA-N,excluded_species_misassigned,excluded_species_misassigned,rat_annotated_value_misassigned_to_human_M4 (human decision RU002),human_decisions.jsonl:RU002;human_row_decisions.jsonl:ACTL00001,extended;extended:ago_PAM_auxiliary (LY2033298),Literature narrative extraction (see compound notes)
ACTL00003,PARENT0098,PMID_18059262,,CM00173,FPRULFHDSFKYBV-UHFFFAOYSA-N,excluded_nonhuman_misassigned,excluded_nonhuman_misassigned,rat_M4_potency_misassigned_to_human_M4_narrative_row (human decision RU001),human_decisions.jsonl:RU001;human_row_decisions.jsonl:ACTL00003,extended:qualitative_human_M4_PAM+rat_companion (VU10010),Literature narrative extraction (see compound notes)
ACTL00006,PARENT0870,PMID_23177787,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00007,PARENT0871,PMID_23177787,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00008,PARENT0194,PMID_23177787,,CM00796,XNCQMFVABACABG-UHFFFAOYSA-N,unresolved_primary_review_nonblocking,unresolved_primary_review_nonblocking,narrative row still requires primary-source review (no human decision),,strict;extended;molecule strict elsewhere: CM00796,Literature narrative extraction (see compound notes)
ACTL00009,PARENT0123,PMID_23762944,,CM00408,MADRUEVBYJEFFT-UHFFFAOYSA-N,unresolved_primary_review_nonblocking,unresolved_primary_review_nonblocking,narrative row still requires primary-source review (no human decision),,strict;extended;molecule strict elsewhere: CM00408,Literature narrative extraction (see compound notes)
ACTL00010,PARENT0312,PMID_25137629,,CM00666,UDSFKIFLJPECRN-UHFFFAOYSA-N,unresolved_primary_review_nonblocking,unresolved_primary_review_nonblocking,narrative row still requires primary-source review (no human decision),,strict;extended;molecule strict elsewhere: CM00666,Literature narrative extraction (see compound notes)
ACTL00013,PARENT0872,PMID_39140069,,CM00709,VGCWSYQSDJETQR-UHFFFAOYSA-N,identity_conflation_excluded,identity_conflation_excluded,compound_identity_activity_structure_conflation (human decision RU018),human_decisions.jsonl:RU018;human_row_decisions.jsonl:ACTL00013;human_identity_decisions.jsonl:PARENT0872,strict;extended,Literature narrative extraction (see compound notes)
ACTL00014,PARENT0697,PMID_31787491,,CM00268,IEJIRPHETNSCOC-UHFFFAOYSA-N,unresolved_primary_review_nonblocking,unresolved_primary_review_nonblocking,narrative row still requires primary-source review (no human decision),,strict;extended;molecule strict elsewhere: CM00268,Literature narrative extraction (see compound notes)
ACTL00021,PARENT0877,PMID_10860942,,CM00245,HKSZLNNOFSGOKW-FYTWVXJKSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,Literature narrative extraction (see compound notes); no numeric endpoint value; excluded from quantitative modeling
ACTL00022,PARENT0446,PMID_39316465,,CM00323,JOLJIIDDOBNFHW-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,extended,Literature narrative extraction (see compound notes); no numeric endpoint value; excluded from quantitative modeling
ACTL00023,PARENT0878,SRC0001,,CM00232,HEJAEKBVOZHTRA-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,Literature narrative extraction (see compound notes); no numeric endpoint value; excluded from quantitative modeling
ACTL00024,PARENT0879,PMID_26958838,,CM00382,LERNTVKEWCAPOY-FPISHFTHSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,Literature narrative extraction (see compound notes); no numeric endpoint value; excluded from quantitative modeling
ACTL00025,PARENT0880,PMID_37248726,,CM00771,WXXOCGISBCTWPW-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,Literature narrative extraction (see compound notes); no numeric endpoint value; excluded from quantitative modeling
ACTL00026,PARENT0445,PMID_37248726,,CM00499,OIPILFWXSMYKGL-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,extended,Literature narrative extraction (see compound notes); no numeric endpoint value; excluded from quantitative modeling
ACTL00027,PARENT0881,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00028,PARENT0882,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00029,PARENT0883,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00030,PARENT0884,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00031,PARENT0885,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes); censored endpoint bound; relation preserved
ACTL00032,PARENT0886,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00033,PARENT0887,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00034,PARENT0888,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00035,PARENT0889,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00036,PARENT0890,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00037,PARENT0891,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00038,PARENT0892,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00039,PARENT0893,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00040,PARENT0894,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00041,PARENT0895,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00042,PARENT0896,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00043,PARENT0897,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00044,PARENT0898,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00045,PARENT0899,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes); censored endpoint bound; relation preserved
ACTL00046,PARENT0900,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00047,PARENT0901,PMID_39316465,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00048,PARENT0902,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00049,PARENT0903,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00050,PARENT0904,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00051,PARENT0905,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00052,PARENT0906,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00053,PARENT0907,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00054,PARENT0908,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00055,PARENT0909,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00056,PARENT0910,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00057,PARENT0911,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes); censored endpoint bound; relation preserved
ACTL00058,PARENT0912,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00059,PARENT0913,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00060,PARENT0914,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00061,PARENT0915,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00062,PARENT0916,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00063,PARENT0917,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00064,PARENT0918,PMID_40415588,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00065,PARENT0919,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00066,PARENT0920,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00067,PARENT0921,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00068,PARENT0922,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00069,PARENT0923,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00070,PARENT0924,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00071,PARENT0925,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00072,PARENT0926,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00073,PARENT0927,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00074,PARENT0928,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACTL00075,PARENT0929,PMID_41581069,,,,identity_failure_no_canonical_structure,identity_failure_no_canonical_structure,no canonical structure / unresolved identity,,no,Literature narrative extraction (see compound notes)
ACT_10921216,PARENT0102,PMID_24900206,ASSY_CHEMBL2044734,CM00068,CACJJIUIFBOUQZ-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_10958298,PARENT0109,PMID_22738637,ASSY_CHEMBL2060895,CM00746,WBBGJQRJMPALBX-UHFFFAOYSA-N,not_determined,not_determined,raw 'Not Determined' in RU004 screen (row-level RU004),human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958298,no,cat=PAM_functional_calcium; standard_type=pEC50; source_kind=primary_article; activity_comment='Not Determined'; excluded from quantitative modeling
ACT_10958335,PARENT0146,PMID_22738637,ASSY_CHEMBL2060895,CM00703,VFEHEDMDQFLVMC-UHFFFAOYSA-N,not_determined,not_determined,raw 'Not Determined' in RU004 screen (row-level RU004),human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958335,no,cat=PAM_functional_calcium; standard_type=pEC50; source_kind=primary_article; activity_comment='Not Determined'; excluded from quantitative modeling
ACT_10958339,PARENT0150,PMID_22738637,ASSY_CHEMBL2060895,CM00617,RVYIKIPHNRTBLH-UHFFFAOYSA-N,not_determined,not_determined,raw 'Not Determined' in RU004 screen (row-level RU004),human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958339,no,cat=PAM_functional_calcium; standard_type=pEC50; source_kind=primary_article; activity_comment='Not Determined'; excluded from quantitative modeling
ACT_10958340,PARENT0151,PMID_22738637,ASSY_CHEMBL2060895,CM00261,HYTFGYSUJIRDGQ-UHFFFAOYSA-N,not_determined,not_determined,raw 'Not Determined' in RU004 screen (row-level RU004),human_decisions.jsonl:RU004;human_decision_reassessments.jsonl:RU004;human_row_decisions.jsonl:ACT_10958340,no,cat=PAM_functional_calcium; standard_type=pEC50; source_kind=primary_article; activity_comment='Not Determined'; excluded from quantitative modeling
ACT_12183107,PARENT0159,PMID_24900430,ASSY_CHEMBL2212431,CM00492,ODGUKNDCZNGAKR-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183108,PARENT0160,PMID_24900430,ASSY_CHEMBL2212431,CM00516,OYASZMONHSVVKJ-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183109,PARENT0161,PMID_24900430,ASSY_CHEMBL2212431,CM00395,LRIKGCLRMYSYQF-REWPJTCUSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183110,PARENT0162,PMID_24900430,ASSY_CHEMBL2212431,CM00171,FOQMVKNXEUJYCI-BDYUSTAISA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183111,PARENT0163,PMID_24900430,ASSY_CHEMBL2212431,CM00159,FIBRBKFUNRMRFO-UPVQGACJSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183112,PARENT0164,PMID_24900430,ASSY_CHEMBL2212431,CM00813,XXODCMADFJBDQF-AHWVRZQESA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183113,PARENT0165,PMID_24900430,ASSY_CHEMBL2212431,CM00603,RNHAKLDOIWFCAG-AHWVRZQESA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183114,PARENT0166,PMID_24900430,ASSY_CHEMBL2212431,CM00316,JJZFKOWTNHBAIZ-LEAFIULHSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183115,PARENT0167,PMID_24900430,ASSY_CHEMBL2212431,CM00404,LZDLTMOQGQYUGR-UFHPHHKVSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183116,PARENT0168,PMID_24900430,ASSY_CHEMBL2212431,CM00723,VPXSNNQNVYWAFZ-ISKFKSNPSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183117,PARENT0169,PMID_24900430,ASSY_CHEMBL2212431,CM00724,VPXSNNQNVYWAFZ-UPVQGACJSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183118,PARENT0170,PMID_24900430,ASSY_CHEMBL2212431,CM00635,SKJFRZHCWXYAJO-ZCYQVOJMSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183119,PARENT0171,PMID_24900430,ASSY_CHEMBL2212431,CM00160,FIDMKJAODKOWLB-ZCYQVOJMSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183120,PARENT0172,PMID_24900430,ASSY_CHEMBL2212431,CM00049,BKXHYASUZZNKFX-GOTSBHOMSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183121,PARENT0173,PMID_24900430,ASSY_CHEMBL2212431,CM00390,LNHPUZJXWLAOPY-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183122,PARENT0174,PMID_24900430,ASSY_CHEMBL2212431,CM00849,ZJUBSMWYIJGFHD-URXFXBBRSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183123,PARENT0175,PMID_24900430,ASSY_CHEMBL2212431,CM00741,VYIAJFRXASNPLT-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183124,PARENT0176,PMID_24900430,ASSY_CHEMBL2212431,CM00254,HTAQQEUOWQTSRS-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183125,PARENT0177,PMID_24900430,ASSY_CHEMBL2212431,CM00344,JXVLBLUZXYVJPZ-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183126,PARENT0178,PMID_24900430,ASSY_CHEMBL2212431,CM00052,BOKAJJSPBODAJN-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183127,PARENT0179,PMID_24900430,ASSY_CHEMBL2212431,CM00809,XWBMKWRXWZAUNY-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183128,PARENT0180,PMID_24900430,ASSY_CHEMBL2212431,CM00199,GHGAAXGCWQYTIR-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183129,PARENT0181,PMID_24900430,ASSY_CHEMBL2212431,CM00225,GZCQUBZRWYUBQW-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183130,PARENT0182,PMID_24900430,ASSY_CHEMBL2212431,CM00649,SWXIQGTYEGYANE-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183131,PARENT0183,PMID_24900430,ASSY_CHEMBL2212431,CM00725,VQOODHMEHSFDIY-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183132,PARENT0184,PMID_24900430,ASSY_CHEMBL2212431,CM00230,HDQUUGXDIXAFND-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183133,PARENT0185,PMID_24900430,ASSY_CHEMBL2212431,CM00616,RVWAWUIQLFFGKP-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183134,PARENT0186,PMID_24900430,ASSY_CHEMBL2212431,CM00396,LSGPMLRAXGDHOO-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183135,PARENT0187,PMID_24900430,ASSY_CHEMBL2212431,CM00536,PPSWWWJSXZKIER-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183136,PARENT0188,PMID_24900430,ASSY_CHEMBL2212431,CM00537,PQBDCCOMAUHYMR-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183137,PARENT0189,PMID_24900430,ASSY_CHEMBL2212431,CM00026,ASAKPTPDFNXOQN-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183138,PARENT0190,PMID_24900430,ASSY_CHEMBL2212431,CM00400,LVRHJZVCGDCHTR-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12183139,PARENT0191,PMID_24900430,ASSY_CHEMBL2212431,CM00550,QACVLFQXGRITHV-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12605453,PARENT0192,SRC0106,ASSY_CHEMBL3074480,CM00697,UWKMFEOQWPCWLU-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12605454,PARENT0193,SRC0106,ASSY_CHEMBL3074480,CM00231,HECAWZFPXYNICY-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_Gprotein; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
ACT_12628055,PARENT0230,PMID_23177787,ASSY_CHEMBL2320373,CM00305,JEAQKWTZBWBWEN-UHFFFAOYSA-N,unresolved_contradictory_censored,unresolved_contradictory_censored,contradictory censored siblings; not cleanly classifiable,negative_set_purity_audit.csv:ACT_12628055,strict;extended,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_12630932,PARENT0233,CHEMBLDOC2311253,ASSY_CHEMBL2318872,CM00029,AWGNMEAIKYCZDE-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,no,cat=PAM_functional_calcium; standard_type=Activity; source_kind=database; no numeric endpoint value; excluded from quantitative modeling
ACT_13488785,PARENT0237,PMID_24074052,ASSY_CHEMBL2439840,CM00477,NTFQALZEJYLCFF-UHFFFAOYSA-N,not_quantitative_unresolved,not_quantitative_unresolved,non-quantitative unresolved record,,strict,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling
