canonical_molecule_id,canonical_inchikey,canonical_smiles,canonical_inchi,identity_status,canonical_representative_parent_id,all_parent_ids,all_chembl_ids,all_names,all_aliases,identity_decision,identity_decision_provenance,member_notes,modeling_eligibility_note,collision_report
CM00217,GUZRLBNFMNLPRF-OPZGMFQTSA-N,O=C1C[C@@H]2OCC=C3C[N+]4(Cc5ccccc5)CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@@H]64,"InChI=1S/C28H29N2O2/c31-25-15-23-26-20-14-24-28(21-8-4-5-9-22(21)29(25)27(26)28)11-12-30(24,17-19(20)10-13-32-23)16-18-6-2-1-3-7-18/h1-10,20,23-24,26-27H,11-17H2/q+1/t20-,23-,24-,26-,27-,28+,30?/m0/s1",confirmed_structure,PARENT0040,PARENT0040,CHEMBL138903,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0040:chembl=CHEMBL138903,class=other_context",,
CM00218,GVLGJRXUAOIVHC-UHFFFAOYSA-N,Cc1nc2sc3c(N4CCCC4)nncc3c2c(C)c1Cl,"InChI=1S/C15H15ClN4S/c1-8-11-10-7-17-19-14(20-5-3-4-6-20)13(10)21-15(11)18-9(2)12(8)16/h7H,3-6H2,1-2H3",confirmed_structure,PARENT0833,PARENT0833,CHEMBL5583836,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0833:chembl=CHEMBL5583836,class=pure_PAM",,
CM00219,GWGVNMCLFLIDSE-UHFFFAOYSA-N,Cc1ccc(-c2cnn(CCC(N)=O)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C21H21N5O2/c1-13-3-6-17(16-10-23-26(12-16)8-7-19(22)27)20(24-13)14-4-5-15-11-25(2)21(28)18(15)9-14/h3-6,9-10,12H,7-8,11H2,1-2H3,(H2,22,27)",confirmed_structure,PARENT0770,PARENT0770,CHEMBL5550019,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0770:chembl=CHEMBL5550019,class=pure_PAM",,
CM00220,GXBAKXRLQAPKEE-QHCPKHFHSA-N,O=C(c1ccc(F)c(F)c1)N1CCN2C(=O)c3ccccc3[C@@]12c1ccc(Cl)cc1,"InChI=1S/C23H15ClF2N2O2/c24-16-8-6-15(7-9-16)23-18-4-2-1-3-17(18)22(30)28(23)12-11-27(23)21(29)14-5-10-19(25)20(26)13-14/h1-10,13H,11-12H2/t23-/m0/s1",confirmed_structure,PARENT0263,PARENT0263,CHEMBL3105228,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0263:chembl=CHEMBL3105228,class=NAM",,
CM00221,GXBAKXRLQAPKEE-UHFFFAOYSA-N,O=C(c1ccc(F)c(F)c1)N1CCN2C(=O)c3ccccc3C12c1ccc(Cl)cc1,"InChI=1S/C23H15ClF2N2O2/c24-16-8-6-15(7-9-16)23-18-4-2-1-3-17(18)22(30)28(23)12-11-27(23)21(29)14-5-10-19(25)20(26)13-14/h1-10,13H,11-12H2",confirmed_structure,PARENT0264,PARENT0264,CHEMBL3105213,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0264:chembl=CHEMBL3105213,class=NAM",,
CM00222,GXJNAOPYNVUKDT-UHFFFAOYSA-N,Cc1c[nH]c(=O)c2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(N)c12,"InChI=1S/C17H14F3N3O4S2/c1-8-6-22-15(24)13-11(8)12(21)14(28-13)16(25)23-7-9-2-4-10(5-3-9)29(26,27)17(18,19)20/h2-6H,7,21H2,1H3,(H,22,24)(H,23,25)",confirmed_structure,PARENT0491,PARENT0491,CHEMBL4447294,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0491:chembl=CHEMBL4447294,class=pure_PAM",,
CM00223,GXOSPNUMHHQJLU-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(S(=O)(=O)c4ccccc4)C3)c(N)c2c1C,"InChI=1S/C18H19N5O3S2/c1-10-11(2)21-22-18-14(10)15(19)16(27-18)17(24)20-12-8-23(9-12)28(25,26)13-6-4-3-5-7-13/h3-7,12H,8-9,19H2,1-2H3,(H,20,24)",confirmed_structure,PARENT0367,PARENT0367,CHEMBL4086111,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0367:chembl=CHEMBL4086111,class=pure_PAM",,
CM00224,GZAHBYRQZRPIHG-UHFFFAOYSA-N,O=C(Nc1nc2cccnc2s1)C1CCCC1,"InChI=1S/C12H13N3OS/c16-10(8-4-1-2-5-8)15-12-14-9-6-3-7-13-11(9)17-12/h3,6-8H,1-2,4-5H2,(H,14,15,16)",confirmed_structure,PARENT0156,PARENT0156,CHEMBL2057414,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0156:chembl=CHEMBL2057414,class=other_context",,
CM00225,GZCQUBZRWYUBQW-UHFFFAOYSA-N,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCC3)c(=O)n3ccccc23)CC1,"InChI=1S/C27H29N5O2/c28-19-27(24-10-3-5-13-29-24)11-15-31(16-12-27)18-20-17-22(25(33)30-21-7-1-2-8-21)26(34)32-14-6-4-9-23(20)32/h3-6,9-10,13-14,17,21H,1-2,7-8,11-12,15-16,18H2,(H,30,33)",confirmed_structure,PARENT0181,PARENT0181,CHEMBL2204290,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0181:chembl=CHEMBL2204290,class=other_context",,
CM00226,HAWNQZRMYJRVQT-UHFFFAOYSA-N,Cc1nc2sc(C(=O)NCCc3ccncc3)c(N)c2c(C)c1Cl,"InChI=1S/C17H17ClN4OS/c1-9-12-14(19)15(24-17(12)22-10(2)13(9)18)16(23)21-8-5-11-3-6-20-7-4-11/h3-4,6-7H,5,8,19H2,1-2H3,(H,21,23)",confirmed_structure,PARENT0219,PARENT0219,CHEMBL2313384,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0219:chembl=CHEMBL2313384,class=pure_PAM",,
CM00227,HAXLKQVEMGYHPJ-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(-c4ccc(F)nc4)cc3)c(N)c2c1C,"InChI=1S/C21H18FN5OS/c1-11-12(2)26-27-21-17(11)18(23)19(29-21)20(28)25-9-13-3-5-14(6-4-13)15-7-8-16(22)24-10-15/h3-8,10H,9,23H2,1-2H3,(H,25,28)",confirmed_structure,PARENT0330,PARENT0330,CHEMBL4102040,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0330:chembl=CHEMBL4102040,class=pure_PAM",,
CM00228,HBIJTIGLVRIEFJ-UHFFFAOYSA-N,Cc1c(CO)nnc2sc(C(=O)NC3CN(c4ncc(C(F)(F)F)cn4)C3)c(N)c12,"InChI=1S/C17H16F3N7O2S/c1-7-10(6-28)25-26-15-11(7)12(21)13(30-15)14(29)24-9-4-27(5-9)16-22-2-8(3-23-16)17(18,19)20/h2-3,9,28H,4-6,21H2,1H3,(H,24,29)",confirmed_structure,PARENT0663,PARENT0663,CHEMBL4759565,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0663:chembl=CHEMBL4759565,class=weak_PAM",,
CM00229,HCOCVIIDJMDWEZ-UHFFFAOYSA-N,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2ccsc2c1=O,"InChI=1S/C21H15NO3S/c23-19-17(21(24)25)13-22(18-10-11-26-20(18)19)12-14-6-8-16(9-7-14)15-4-2-1-3-5-15/h1-11,13H,12H2,(H,24,25)",confirmed_structure,PARENT0070,PARENT0070,CHEMBL1090103,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0070:chembl=CHEMBL1090103,class=other_context",,
CM00230,HDQUUGXDIXAFND-UHFFFAOYSA-N,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)Nc3ccccn3)c(=O)n3ccccc23)CC1,"InChI=1S/C27H24N6O2/c28-19-27(23-8-1-4-12-29-23)10-15-32(16-11-27)18-20-17-21(25(34)31-24-9-2-5-13-30-24)26(35)33-14-6-3-7-22(20)33/h1-9,12-14,17H,10-11,15-16,18H2,(H,30,31,34)",confirmed_structure,PARENT0184,PARENT0184,CHEMBL2203297,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0184:chembl=CHEMBL2203297,class=other_context",,
CM00231,HECAWZFPXYNICY-UHFFFAOYSA-N,COc1ccccc1CN1CCC(C2CCN(CCCCCCCCN3CCC(C4CCN(Cc5ccccc5OC)CC4)CC3)CC2)CC1,"InChI=1S/C44H70N4O2/c1-49-43-15-9-7-13-41(43)35-47-31-21-39(22-32-47)37-17-27-45(28-18-37)25-11-5-3-4-6-12-26-46-29-19-38(20-30-46)40-23-33-48(34-24-40)36-42-14-8-10-16-44(42)50-2/h7-10,13-16,37-40H,3-6,11-12,17-36H2,1-2H3",confirmed_structure,PARENT0193,PARENT0193,CHEMBL127273,PIPERTRAMINE,PIPERTRAMINE,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0193:chembl=CHEMBL127273,class=other_context",,
CM00232,HEJAEKBVOZHTRA-UHFFFAOYSA-N,CCOC(=O)N1CCC2(CC(N3CCC(c4ccnn4C)CC3)C2)C1,"InChI=1S/C19H30N4O2/c1-3-25-18(24)23-11-7-19(14-23)12-16(13-19)22-9-5-15(6-10-22)17-4-8-20-21(17)2/h4,8,15-16H,3,5-7,9-14H2,1-2H3",confirmed_structure,PARENT0878,PARENT0878,,NBI-1117568,HTL0016878;NBI-1117568;direclidine,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0878:chembl=-,class=orthosteric_agonist",,
CM00233,HEXZKJWDFXGVKQ-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)c3cccnc3)c(N)c2c1C,"InChI=1S/C14H12N4OS/c1-7-8(2)17-18-14-10(7)11(15)13(20-14)12(19)9-4-3-5-16-6-9/h3-6H,15H2,1-2H3",confirmed_structure,PARENT0545,PARENT0545,CHEMBL4515326,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0545:chembl=CHEMBL4515326,class=pure_PAM",,
CM00234,HFKVLNRQLIUBQK-UHFFFAOYSA-N,O=C1CCc2cc3c(c4c5cccc(O)c5n1c24)CCNC3,"InChI=1S/C18H16N2O2/c21-14-3-1-2-13-16-12-6-7-19-9-11(12)8-10-4-5-15(22)20(17(10)16)18(13)14/h1-3,8,19,21H,4-7,9H2",confirmed_structure,PARENT0006,PARENT0006,CHEMBL23766,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0006:chembl=CHEMBL23766,class=other_context",,
CM00235,HFPOYYXIZZMWTF-UHFFFAOYSA-N,Cc1cc(C)c2c(C)c(C(=O)NCc3ccc(S(C)(=O)=O)cc3)sc2n1,"InChI=1S/C19H20N2O3S2/c1-11-9-12(2)21-19-16(11)13(3)17(25-19)18(22)20-10-14-5-7-15(8-6-14)26(4,23)24/h5-9H,10H2,1-4H3,(H,20,22)",confirmed_structure,PARENT0461,PARENT0461,CHEMBL4526215,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0461:chembl=CHEMBL4526215,class=weak_PAM",,
CM00236,HFRZVPRVDFLMIE-UHFFFAOYSA-N,COc1cccnc1C1CCN(C2CCCN(c3ccccn3)CC2)CC1,"InChI=1S/C22H30N4O/c1-27-20-7-4-13-24-22(20)18-9-15-25(16-10-18)19-6-5-14-26(17-11-19)21-8-2-3-12-23-21/h2-4,7-8,12-13,18-19H,5-6,9-11,14-17H2,1H3",confirmed_structure,PARENT0452,PARENT0452,CHEMBL4436552,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0452:chembl=CHEMBL4436552,class=inactive_tested",,
CM00237,HHHQMKWPZAYIAE-AWRJASDASA-N,COc1cc2c(cc1OC)[C@@]13CC[N+]4([O-])CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@@H]34,"InChI=1S/C23H26N2O5/c1-28-16-8-14-15(9-17(16)29-2)24-20(26)10-18-21-13-7-19-23(14,22(21)24)4-5-25(19,27)11-12(13)3-6-30-18/h3,8-9,13,18-19,21-22H,4-7,10-11H2,1-2H3/t13-,18-,19-,21-,22-,23+,25?/m0/s1",confirmed_structure,PARENT0048,PARENT0048,CHEMBL343357,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0048:chembl=CHEMBL343357,class=other_context",,
CM00238,HHIKSUGMZSRONC-UHFFFAOYSA-N,Cc1ccnn1-c1ccc(Cn2cc(C(=O)O)c(=O)c3cccnc32)cc1,"InChI=1S/C20H16N4O3/c1-13-8-10-22-24(13)15-6-4-14(5-7-15)11-23-12-17(20(26)27)18(25)16-3-2-9-21-19(16)23/h2-10,12H,11H2,1H3,(H,26,27)",confirmed_structure,PARENT0080,PARENT0080,CHEMBL1091237,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0080:chembl=CHEMBL1091237,class=other_context",,
CM00239,HHOUCPXRHDFDGG-UHFFFAOYSA-N,COc1ccc(C(=O)c2sc3nc(C)cc(C)c3c2N)cc1,"InChI=1S/C17H16N2O2S/c1-9-8-10(2)19-17-13(9)14(18)16(22-17)15(20)11-4-6-12(21-3)7-5-11/h4-8H,18H2,1-3H3",confirmed_structure,PARENT0538,PARENT0538,CHEMBL4578455,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0538:chembl=CHEMBL4578455,class=pure_PAM",,
CM00240,HHTSPKZBYSHYMI-UHFFFAOYSA-N,Cc1cc2nncn2c2sc(C(=O)NC3CN(c4ccc(F)c(F)c4)C3)c(N)c12,"InChI=1S/C19H16F2N6OS/c1-9-4-14-25-23-8-27(14)19-15(9)16(22)17(29-19)18(28)24-10-6-26(7-10)11-2-3-12(20)13(21)5-11/h2-5,8,10H,6-7,22H2,1H3,(H,24,28)",confirmed_structure,PARENT0503,PARENT0503,CHEMBL4459622,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0503:chembl=CHEMBL4459622,class=pure_PAM",,
CM00241,HIHLWOFGASMNKN-UHFFFAOYSA-N,Cn1nnc2ccc(C(=O)NC3CN(c4ccc(F)c(F)c4)C3)c(N)c21,"InChI=1S/C17H16F2N6O/c1-24-16-14(22-23-24)5-3-11(15(16)20)17(26)21-9-7-25(8-9)10-2-4-12(18)13(19)6-10/h2-6,9H,7-8,20H2,1H3,(H,21,26)",confirmed_structure,PARENT0618,PARENT0618,CHEMBL4636668,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0618:chembl=CHEMBL4636668,class=weak_PAM",,
CM00242,HILFUNPWISWKFP-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(-c4ccccn4)cc3)c(N)c2c1C,"InChI=1S/C21H19N5OS/c1-12-13(2)25-26-21-17(12)18(22)19(28-21)20(27)24-11-14-6-8-15(9-7-14)16-5-3-4-10-23-16/h3-10H,11,22H2,1-2H3,(H,24,27)",confirmed_structure,PARENT0321,PARENT0321,CHEMBL4081305,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0321:chembl=CHEMBL4081305,class=pure_PAM",,
CM00243,HKRCUKAMVIATJX-UHFFFAOYSA-N,COc1cc2ccc(-c3nc(C)ccc3-c3cnn(CC4(F)CCCC4)c3)cc2nn1,"InChI=1S/C24H24FN5O/c1-16-5-8-20(19-13-26-30(14-19)15-24(25)9-3-4-10-24)23(27-16)18-7-6-17-12-22(31-2)29-28-21(17)11-18/h5-8,11-14H,3-4,9-10,15H2,1-2H3",confirmed_structure,PARENT0722,PARENT0722,CHEMBL5287400,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0722:chembl=CHEMBL5287400,class=pure_PAM",,
CM00244,HKSWUTIGRVPFSH-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2sc3nnc(C)c(C)c3c2C)cc1F,"InChI=1S/C18H18FN3O2S/c1-9-11(3)21-22-18-15(9)10(2)16(25-18)17(23)20-8-12-5-6-14(24-4)13(19)7-12/h5-7H,8H2,1-4H3,(H,20,23)",confirmed_structure,PARENT0484,PARENT0484,CHEMBL4453085,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0484:chembl=CHEMBL4453085,class=weak_PAM",,
CM00245,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=NC4,"InChI=1S/C28H26N4O3/c1-28-26(34-3)17(29-2)12-20(35-28)31-18-10-6-4-8-14(18)22-23-16(13-30-27(23)33)21-15-9-5-7-11-19(15)32(28)25(21)24(22)31/h4-11,17,20,26,29H,12-13H2,1-3H3,(H,30,33)/t17-,20-,26-,28+/m1/s1",confirmed_structure,PARENT0877,PARENT0877,,staurosporine,staurosporine,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0877:chembl=-,class=other_context",,
CM00246,HLKSDLAHEZOSRG-UHFFFAOYSA-N,Cc1nc2oc3c(NC4CC4(C)C)ncnc3c2c(C)c1Cl,"InChI=1S/C16H17ClN4O/c1-7-10-12-13(22-15(10)20-8(2)11(7)17)14(19-6-18-12)21-9-5-16(9,3)4/h6,9H,5H2,1-4H3,(H,18,19,21)",confirmed_structure,PARENT0821,PARENT0821,CHEMBL5593479,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0821:chembl=CHEMBL5593479,class=pure_PAM",,
CM00247,HLOQGXFVOPUHQB-UHFFFAOYSA-N,COCCOC1CCN(c2nc3c(cc2C)C(=O)NC3)CC1,"InChI=1S/C16H23N3O3/c1-11-9-13-14(10-17-16(13)20)18-15(11)19-5-3-12(4-6-19)22-8-7-21-2/h9,12H,3-8,10H2,1-2H3,(H,17,20)",confirmed_structure,PARENT0424,PARENT0424,CHEMBL4213150,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0424:chembl=CHEMBL4213150,class=other_context",,
CM00248,HOABKZOZMAIVHA-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(C(=O)Oc4ccccc4)C3)c(N)c2c1C,"InChI=1S/C19H19N5O3S/c1-10-11(2)22-23-18-14(10)15(20)16(28-18)17(25)21-12-8-24(9-12)19(26)27-13-6-4-3-5-7-13/h3-7,12H,8-9,20H2,1-2H3,(H,21,25)",confirmed_structure,PARENT0365,PARENT0365,CHEMBL4074908,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0365:chembl=CHEMBL4074908,class=pure_PAM",,
CM00249,HPEAJSMOFIFRFJ-UHFFFAOYSA-N,COc1ncc(CNC(=O)c2sc3nnc(C)c(C)c3c2N)cc1F,"InChI=1S/C16H16FN5O2S/c1-7-8(2)21-22-16-11(7)12(18)13(25-16)14(23)19-5-9-4-10(17)15(24-3)20-6-9/h4,6H,5,18H2,1-3H3,(H,19,23)",confirmed_structure,PARENT0730,PARENT0730,CHEMBL5269733,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0730:chembl=CHEMBL5269733,class=pure_PAM",,
CM00250,HPKJBFJEFUMCOF-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(-c4ccccc4)cc3)c(N)c2c1C,"InChI=1S/C22H20N4OS/c1-13-14(2)25-26-22-18(13)19(23)20(28-22)21(27)24-12-15-8-10-17(11-9-15)16-6-4-3-5-7-16/h3-11H,12,23H2,1-2H3,(H,24,27)",confirmed_structure,PARENT0320,PARENT0320,CHEMBL4104862,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0320:chembl=CHEMBL4104862,class=pure_PAM",,
CM00251,HPVPCIMCSUQMOE-UHFFFAOYSA-N,CCCCC1(F)CN(C(=O)c2sc3nnc(C)c(C)c3c2N)C1,"InChI=1S/C16H21FN4OS/c1-4-5-6-16(17)7-21(8-16)15(22)13-12(18)11-9(2)10(3)19-20-14(11)23-13/h4-8,18H2,1-3H3",confirmed_structure,PARENT0415,PARENT0415,CHEMBL4208486,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0415:chembl=CHEMBL4208486,class=pure_PAM",,
CM00252,HPYWWIDPSXNWLB-HWHTXHROSA-N,C=CC[N+]12CC[C@@]34c5ccccc5N5C(=O)C[C@@H]6OCC=C(C1)[C@H](C[C@@H]32)[C@@H]6[C@H]54,"InChI=1S/C24H27N2O2/c1-2-9-26-10-8-24-17-5-3-4-6-18(17)25-21(27)13-19-22(23(24)25)16(12-20(24)26)15(14-26)7-11-28-19/h2-7,16,19-20,22-23H,1,8-14H2/q+1/t16-,19-,20-,22-,23-,24+,26?/m0/s1",confirmed_structure,PARENT0046,PARENT0046,CHEMBL344934,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0046:chembl=CHEMBL344934,class=other_context",,
CM00253,HRSJEMJKLHWGLF-UHFFFAOYSA-N,O=C1C(=O)N(Cc2ccc(Oc3ccccc3)cc2)c2ccc(OC(F)(F)F)cc21,"InChI=1S/C22H14F3NO4/c23-22(24,25)30-17-10-11-19-18(12-17)20(27)21(28)26(19)13-14-6-8-16(9-7-14)29-15-4-2-1-3-5-15/h1-12H,13H2",confirmed_structure,PARENT0235,PARENT0235,CHEMBL604482,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0235:chembl=CHEMBL604482,class=inactive_tested",,
CM00254,HTAQQEUOWQTSRS-UHFFFAOYSA-N,CN(C(=O)c1cc(CN2CCC(C#N)(c3ccccn3)CC2)c2ccccn2c1=O)C1CCOCC1,"InChI=1S/C28H31N5O3/c1-31(22-8-16-36-17-9-22)26(34)23-18-21(24-6-3-5-13-33(24)27(23)35)19-32-14-10-28(20-29,11-15-32)25-7-2-4-12-30-25/h2-7,12-13,18,22H,8-11,14-17,19H2,1H3",confirmed_structure,PARENT0176,PARENT0176,CHEMBL2204295,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0176:chembl=CHEMBL2204295,class=other_context",,
CM00255,HTGLKINTMHSLER-UHFFFAOYSA-N,COc1ccccc1CNC(=O)c1sc2nc(C)cc(C)c2c1N,"InChI=1S/C18H19N3O2S/c1-10-8-11(2)21-18-14(10)15(19)16(24-18)17(22)20-9-12-6-4-5-7-13(12)23-3/h4-8H,9,19H2,1-3H3,(H,20,22)",confirmed_structure,PARENT0241,PARENT0241,CHEMBL2435350,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0241:chembl=CHEMBL2435350,class=other_context",,
CM00256,HTMQYXKKZNIZRV-UHFFFAOYSA-N,COc1ccc(C)c2sc(NC(=O)c3ccc(F)cc3)nc12,"InChI=1S/C16H13FN2O2S/c1-9-3-8-12(21-2)13-14(9)22-16(18-13)19-15(20)10-4-6-11(17)7-5-10/h3-8H,1-2H3,(H,18,19,20)",confirmed_structure,PARENT0105,PARENT0105,CHEMBL2057375,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0105:chembl=CHEMBL2057375,class=other_context",,
CM00257,HTOLGNGWFAVNAJ-UHFFFAOYSA-N,N#Cc1cnc2ccc(F)cc2c1N1CCC(C(=O)N2CCSCC2)CC1,"InChI=1S/C20H21FN4OS/c21-16-1-2-18-17(11-16)19(15(12-22)13-23-18)24-5-3-14(4-6-24)20(26)25-7-9-27-10-8-25/h1-2,11,13-14H,3-10H2",confirmed_structure,PARENT0385,PARENT0385,CHEMBL4100855,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0385:chembl=CHEMBL4100855,class=weak_PAM",,
CM00258,HUWYBEWGYFKEDJ-UHFFFAOYSA-N,COc1cccnc1C1CCN(C2CCCN(c3cncc(C)n3)CC2)CC1,"InChI=1S/C22H31N5O/c1-17-15-23-16-21(25-17)27-11-4-5-19(9-14-27)26-12-7-18(8-13-26)22-20(28-2)6-3-10-24-22/h3,6,10,15-16,18-19H,4-5,7-9,11-14H2,1-2H3",confirmed_structure,PARENT0450,PARENT0450,CHEMBL4584879,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0450:chembl=CHEMBL4584879,class=inactive_tested",,
CM00259,HVLGCDPLUMOHLR-UHFFFAOYSA-N,Cn1nnc2ccc(C(=O)NC3CN(c4ncc(Cl)cc4F)C3)c(N)c21,"InChI=1S/C16H15ClFN7O/c1-24-14-12(22-23-24)3-2-10(13(14)19)16(26)21-9-6-25(7-9)15-11(18)4-8(17)5-20-15/h2-5,9H,6-7,19H2,1H3,(H,21,26)",confirmed_structure,PARENT0613,PARENT0613,CHEMBL4639387,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0613:chembl=CHEMBL4639387,class=pure_PAM",,
CM00260,HXGRTVKDYGMIGA-UHFFFAOYSA-N,Cc1ccc(-c2cnn(CC3CCCCC3)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C25H28N4O/c1-17-8-11-22(21-13-26-29(16-21)14-18-6-4-3-5-7-18)24(27-17)19-9-10-20-15-28(2)25(30)23(20)12-19/h8-13,16,18H,3-7,14-15H2,1-2H3",confirmed_structure,PARENT0845,PARENT0845,CHEMBL5630019,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0845:chembl=CHEMBL5630019,class=pure_PAM",,
CM00261,HYTFGYSUJIRDGQ-UHFFFAOYSA-N,COc1ccc(C)c2sc(C(=O)NC3COC3)nc12,"InChI=1S/C13H14N2O3S/c1-7-3-4-9(17-2)10-11(7)19-13(15-10)12(16)14-8-5-18-6-8/h3-4,8H,5-6H2,1-2H3,(H,14,16)",confirmed_structure,PARENT0151,PARENT0151,CHEMBL2057685,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0151:chembl=CHEMBL2057685,class=other_context",,
CM00262,HZTQEEZIBRJLQV-UHFFFAOYSA-N,COc1ccc(C)c2sc(C(=O)NCc3ccncc3)nc12,"InChI=1S/C16H15N3O2S/c1-10-3-4-12(21-2)13-14(10)22-16(19-13)15(20)18-9-11-5-7-17-8-6-11/h3-8H,9H2,1-2H3,(H,18,20)",confirmed_structure,PARENT0147,PARENT0147,CHEMBL2057681,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0147:chembl=CHEMBL2057681,class=other_context",,
CM00263,IBFXWNBJPLVUCT-SFHVURJKSA-N,Cc1cc2c(nc1N1CCC(Oc3ccc4c(n3)COC4)CC1)[C@H](CO)N(C)C2=O,"InChI=1S/C22H26N4O4/c1-13-9-16-20(18(10-27)25(2)22(16)28)24-21(13)26-7-5-15(6-8-26)30-19-4-3-14-11-29-12-17(14)23-19/h3-4,9,15,18,27H,5-8,10-12H2,1-2H3/t18-/m0/s1",confirmed_structure,PARENT0427,PARENT0427,CHEMBL4205863,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0427:chembl=CHEMBL4205863,class=other_context",,
