canonical_molecule_id,canonical_inchikey,canonical_smiles,canonical_inchi,identity_status,canonical_representative_parent_id,all_parent_ids,all_chembl_ids,all_names,all_aliases,identity_decision,identity_decision_provenance,member_notes,modeling_eligibility_note,collision_report
CM00169,FNPXECADGODAPC-UHFFFAOYSA-N,Cc1c(CN(C)C)nnc2sc(C(=O)NC3CN(c4ncc(C(F)(F)F)cn4)C3)c(N)c12,"InChI=1S/C19H21F3N8OS/c1-9-12(8-29(2)3)27-28-17-13(9)14(23)15(32-17)16(31)26-11-6-30(7-11)18-24-4-10(5-25-18)19(20,21)22/h4-5,11H,6-8,23H2,1-3H3,(H,26,31)",confirmed_structure,PARENT0666,PARENT0666,CHEMBL4781913,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0666:chembl=CHEMBL4781913,class=inactive_tested",,
CM00170,FNWVAYJGTYIYFD-UHFFFAOYSA-N,Cc1nc2sc3c(N4CCC4)ncnc3c2c(C)c1Cl,"InChI=1S/C14H13ClN4S/c1-7-9-11-12(20-14(9)18-8(2)10(7)15)13(17-6-16-11)19-4-3-5-19/h6H,3-5H2,1-2H3",confirmed_structure,PARENT0799,PARENT0799,CHEMBL5592513,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0799:chembl=CHEMBL5592513,class=weak_PAM",,
CM00171,FOQMVKNXEUJYCI-BDYUSTAISA-N,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4ccccc4cn3)CC2)c2ccccn2c1=O,"InChI=1S/C30H33N5O3/c36-27-11-4-3-9-25(27)32-29(37)24-17-23(26-10-5-6-12-35(26)30(24)38)20-33-13-15-34(16-14-33)28-18-21-7-1-2-8-22(21)19-31-28/h1-2,5-8,10,12,17-19,25,27,36H,3-4,9,11,13-16,20H2,(H,32,37)/t25-,27-/m0/s1",confirmed_structure,PARENT0162,PARENT0162,CHEMBL2204277,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0162:chembl=CHEMBL2204277,class=other_context",,
CM00172,FOZYSBFIWWIDKD-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(O)c3ccc(F)cc3F)sc2n1,"InChI=1S/C16H14F2N2OS/c1-7-5-8(2)20-16-12(7)13(19)15(22-16)14(21)10-4-3-9(17)6-11(10)18/h3-6,14,21H,19H2,1-2H3",confirmed_structure,PARENT0559,PARENT0559,CHEMBL4565476,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0559:chembl=CHEMBL4565476,class=inactive_tested",,
CM00173,FPRULFHDSFKYBV-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,"InChI=1S/C17H16ClN3OS/c1-9-7-10(2)21-17-13(9)14(19)15(23-17)16(22)20-8-11-3-5-12(18)6-4-11/h3-7H,8,19H2,1-2H3,(H,20,22)",confirmed_structure,PARENT0098,PARENT0098,CHEMBL1212994,VU10010,"3-amino-N-(4-chlorobenzyl)-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide;VU10010",,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0098:chembl=CHEMBL1212994,class=pure_PAM",,
CM00174,FPUAAXYCFWVNCX-UHFFFAOYSA-N,Cc1cc(C(=O)NCc2ccncc2)nnc1N1CCC(Oc2ccc3c(c2)OCCO3)CC1,"InChI=1S/C25H27N5O4/c1-17-14-21(25(31)27-16-18-4-8-26-9-5-18)28-29-24(17)30-10-6-19(7-11-30)34-20-2-3-22-23(15-20)33-13-12-32-22/h2-5,8-9,14-15,19H,6-7,10-13,16H2,1H3,(H,27,31)",confirmed_structure,PARENT0433,PARENT0433,CHEMBL4207853,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0433:chembl=CHEMBL4207853,class=pure_PAM",,
CM00175,FQBQMQODLBWMKO-UHFFFAOYSA-N,Cc1nnc2sc3c(NCc4ccco4)nn(C)c3c2c1C,"InChI=1S/C15H15N5OS/c1-8-9(2)17-18-15-11(8)12-13(22-15)14(19-20(12)3)16-7-10-5-4-6-21-10/h4-6H,7H2,1-3H3,(H,16,19)",confirmed_structure,PARENT0465,PARENT0465,CHEMBL4583475,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0465:chembl=CHEMBL4583475,class=pure_PAM",,
CM00176,FQGJDGJXEZTKDW-UNMCSNQZSA-N,Cn1ccc(-c2ccc(Cn3cc(C(=O)N[C@H]4CCOC[C@@H]4O)c4ncccc43)cc2)n1,"InChI=1S/C24H25N5O3/c1-28-11-8-19(27-28)17-6-4-16(5-7-17)13-29-14-18(23-21(29)3-2-10-25-23)24(31)26-20-9-12-32-15-22(20)30/h2-8,10-11,14,20,22,30H,9,12-13,15H2,1H3,(H,26,31)/t20-,22-/m0/s1",confirmed_structure,PARENT0267,PARENT0267,CHEMBL3747016,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0267:chembl=CHEMBL3747016,class=other_context",,
CM00177,FSAFIWUHPWCKBX-UHFFFAOYSA-N,Cn1nnc2ccc3c(NC4CN(c5cc(Cl)ncc5Cl)C4)ncnc3c21,"InChI=1S/C17H14Cl2N8/c1-26-16-12(24-25-26)3-2-10-15(16)21-8-22-17(10)23-9-6-27(7-9)13-4-14(19)20-5-11(13)18/h2-5,8-9H,6-7H2,1H3,(H,21,22,23)",confirmed_structure,PARENT0607,PARENT0607,CHEMBL4640254,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0607:chembl=CHEMBL4640254,class=pure_PAM",,
CM00178,FSBYYJXFKPTSOH-UHFFFAOYSA-N,Cc1ccc(OC2CCN(c3c(C#N)cnc4ccc(F)cc34)CC2)cn1,"InChI=1S/C21H19FN4O/c1-14-2-4-18(13-24-14)27-17-6-8-26(9-7-17)21-15(11-23)12-25-20-5-3-16(22)10-19(20)21/h2-5,10,12-13,17H,6-9H2,1H3",confirmed_structure,PARENT0376,PARENT0376,CHEMBL4080878,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0376:chembl=CHEMBL4080878,class=pure_PAM",,
CM00179,FUOAPNITGXPNAK-UHFFFAOYSA-N,Cc1cc(C)c(OC2CCN(c3c(C#N)cnc4ccc(F)cc34)CC2)cn1,"InChI=1S/C22H21FN4O/c1-14-9-15(2)25-13-21(14)28-18-5-7-27(8-6-18)22-16(11-24)12-26-20-4-3-17(23)10-19(20)22/h3-4,9-10,12-13,18H,5-8H2,1-2H3",confirmed_structure,PARENT0397,PARENT0397,CHEMBL4095756,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0397:chembl=CHEMBL4095756,class=inactive_tested",,
CM00180,FVBMNUOADMIYFG-UHFFFAOYSA-N,COc1ccc(C)c2sc(NS(=O)(=O)c3ccc4occc4c3)nc12,"InChI=1S/C17H14N2O4S2/c1-10-3-5-14(22-2)15-16(10)24-17(18-15)19-25(20,21)12-4-6-13-11(9-12)7-8-23-13/h3-9H,1-2H3,(H,18,19)",confirmed_structure,PARENT0144,PARENT0144,CHEMBL2057678,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0144:chembl=CHEMBL2057678,class=other_context",,
CM00181,FVXDAUGNDAHAJO-UHFFFAOYSA-N,COc1ccc(C)c2sc(NC(=O)NC3CC3)nc12,"InChI=1S/C13H15N3O2S/c1-7-3-6-9(18-2)10-11(7)19-13(15-10)16-12(17)14-8-4-5-8/h3,6,8H,4-5H2,1-2H3,(H2,14,15,16,17)",confirmed_structure,PARENT0133,PARENT0133,CHEMBL2057402,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0133:chembl=CHEMBL2057402,class=weak_PAM",,
CM00182,FWZCIOXZASSUTQ-UHFFFAOYSA-N,COc1ccc(C)c2sc(NC(=O)c3ccco3)nc12,"InChI=1S/C14H12N2O3S/c1-8-5-6-9(18-2)11-12(8)20-14(15-11)16-13(17)10-4-3-7-19-10/h3-7H,1-2H3,(H,15,16,17)",confirmed_structure,PARENT0106,PARENT0106,CHEMBL2057376,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0106:chembl=CHEMBL2057376,class=weak_PAM",,
CM00183,FXDUSWBDPIMBAF-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2cc3c(C)c(C)nnc3s2)cc1F,"InChI=1S/C17H16FN3O2S/c1-9-10(2)20-21-17-12(9)7-15(24-17)16(22)19-8-11-4-5-14(23-3)13(18)6-11/h4-7H,8H2,1-3H3,(H,19,22)",confirmed_structure,PARENT0485,PARENT0485,CHEMBL4552552,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0485:chembl=CHEMBL4552552,class=weak_PAM",,
CM00184,FXZLUTBUNCZJLN-UHFFFAOYSA-N,CCCC(=O)Nc1c(C(=O)NC2CC2)sc2nc(OC)c(Cl)c(C)c12,"InChI=1S/C17H20ClN3O3S/c1-4-5-10(22)20-13-11-8(2)12(18)16(24-3)21-17(11)25-14(13)15(23)19-9-6-7-9/h9H,4-7H2,1-3H3,(H,19,23)(H,20,22)",confirmed_structure,PARENT0278,PARENT0278,CHEMBL3770719,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0278:chembl=CHEMBL3770719,class=other_context",,
CM00185,FYTQBNSBWFIQMB-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2sc3nnc(C)c(C)c3c2N)c(F)c1F,"InChI=1S/C17H16F2N4O2S/c1-7-8(2)22-23-17-11(7)14(20)15(26-17)16(24)21-6-9-4-5-10(25-3)13(19)12(9)18/h4-5H,6,20H2,1-3H3,(H,21,24)",confirmed_structure,PARENT0727,PARENT0727,CHEMBL5269998,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0727:chembl=CHEMBL5269998,class=pure_PAM",,
CM00186,FYTYVWGYUISLBJ-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)c3ccc(F)cc3F)c(N)c2c1C,"InChI=1S/C15H11F2N3OS/c1-6-7(2)19-20-15-11(6)12(18)14(22-15)13(21)9-4-3-8(16)5-10(9)17/h3-5H,18H2,1-2H3",confirmed_structure,PARENT0546,PARENT0546,CHEMBL4581976,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0546:chembl=CHEMBL4581976,class=pure_PAM",,
CM00187,FYXSMUQNNSCPKB-UHFFFAOYSA-N,N#Cc1cnc2ccc(F)cc2c1N1CCC(Oc2ccc(F)nc2)CC1,"InChI=1S/C20H16F2N4O/c21-14-1-3-18-17(9-14)20(13(10-23)11-24-18)26-7-5-15(6-8-26)27-16-2-4-19(22)25-12-16/h1-4,9,11-12,15H,5-8H2",confirmed_structure,PARENT0379,PARENT0379,CHEMBL4079953,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0379:chembl=CHEMBL4079953,class=pure_PAM",,
CM00188,FZKREJMXGAEATE-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccccc3-c3ccccc3)c(N)c2c1C,"InChI=1S/C22H20N4OS/c1-13-14(2)25-26-22-18(13)19(23)20(28-22)21(27)24-12-16-10-6-7-11-17(16)15-8-4-3-5-9-15/h3-11H,12,23H2,1-2H3,(H,24,27)",confirmed_structure,PARENT0318,PARENT0318,CHEMBL4075919,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0318:chembl=CHEMBL4075919,class=weak_PAM",,
CM00189,GAKBXXMXODVCKV-UHFFFAOYSA-N,Cn1nc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc2c1C(F)F,"InChI=1S/C18H15Cl2F2N5O/c1-26-16(17(21)22)11-4-9(2-3-13(11)25-26)18(28)24-10-7-27(8-10)14-5-15(20)23-6-12(14)19/h2-6,10,17H,7-8H2,1H3,(H,24,28)",confirmed_structure,PARENT0588,PARENT0588,CHEMBL4638577,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0588:chembl=CHEMBL4638577,class=other_context",,
CM00190,GAMKZRJKLNGZSK-UHFFFAOYSA-N,Cc1ccc2ncnc(N3CCC(Oc4ccc(C)nc4)CC3)c2c1,"InChI=1S/C20H22N4O/c1-14-3-6-19-18(11-14)20(23-13-22-19)24-9-7-16(8-10-24)25-17-5-4-15(2)21-12-17/h3-6,11-13,16H,7-10H2,1-2H3",confirmed_structure,PARENT0301,PARENT0301,CHEMBL3809292,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0301:chembl=CHEMBL3809292,class=weak_PAM",,
CM00191,GBOMRJPJEJZFCY-UHFFFAOYSA-N,Nc1c(C(O)c2ccncc2)sc2nc(O)c3c(c12)CCCC3,"InChI=1S/C17H17N3O2S/c18-13-12-10-3-1-2-4-11(10)16(22)20-17(12)23-15(13)14(21)9-5-7-19-8-6-9/h5-8,14,21H,1-4,18H2,(H,20,22)",confirmed_structure,PARENT0550,PARENT0550,CHEMBL4518033,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0550:chembl=CHEMBL4518033,class=inactive_tested",,
CM00192,GCBGYFKVQRFTLA-UHFFFAOYSA-N,COc1cc2c3c4c(cc5c3n(c2cc1OC)C(=O)CC5)CCNC4,"InChI=1S/C20H20N2O3/c1-24-16-8-13-15(9-17(16)25-2)22-18(23)4-3-12-7-11-5-6-21-10-14(11)19(13)20(12)22/h7-9,21H,3-6,10H2,1-2H3",confirmed_structure,PARENT0036,PARENT0036,CHEMBL23230,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0036:chembl=CHEMBL23230,class=other_context",,
CM00193,GCEPQLWZBVGLQN-CQIPDZJVSA-N,COc1cc2c(cc1OC)[C@@]13CC[N+]4(CCl)CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@@H]34,"InChI=1S/C24H28ClN2O4/c1-29-17-8-15-16(9-18(17)30-2)26-21(28)10-19-22-14-7-20-24(15,23(22)26)4-5-27(20,12-25)11-13(14)3-6-31-19/h3,8-9,14,19-20,22-23H,4-7,10-12H2,1-2H3/q+1/t14-,19-,20-,22-,23-,24+,27?/m0/s1",confirmed_structure,PARENT0057,PARENT0057,CHEMBL139677,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0057:chembl=CHEMBL139677,class=other_context",,
CM00194,GDAJCTPKKIOAJY-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)N3CC4(CCN(c5cccnc5)C4)C3)c(N)c2c1C,"InChI=1S/C20H22N6OS/c1-12-13(2)23-24-18-15(12)16(21)17(28-18)19(27)26-10-20(11-26)5-7-25(9-20)14-4-3-6-22-8-14/h3-4,6,8H,5,7,9-11,21H2,1-2H3",confirmed_structure,PARENT0419,PARENT0419,CHEMBL4204671,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0419:chembl=CHEMBL4204671,class=pure_PAM",,
CM00195,GDCYKVJHXHNICW-UHFFFAOYSA-N,Cc1c2c(N)c(C(=O)NC3CN(c4ncc(C#N)cc4Cl)C3)ccc2nn1C,"InChI=1S/C19H18ClN7O/c1-10-16-15(25-26(10)2)4-3-13(17(16)22)19(28)24-12-8-27(9-12)18-14(20)5-11(6-21)7-23-18/h3-5,7,12H,8-9,22H2,1-2H3,(H,24,28)",confirmed_structure,PARENT0637,PARENT0637,CHEMBL4635732,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0637:chembl=CHEMBL4635732,class=pure_PAM",,
CM00196,GFKUETCHMIRCOJ-UHFFFAOYSA-N,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cccnc2c1=O,"InChI=1S/C22H16N2O3/c25-21-18(22(26)27)14-24(19-7-4-12-23-20(19)21)13-15-8-10-17(11-9-15)16-5-2-1-3-6-16/h1-12,14H,13H2,(H,26,27)",confirmed_structure,PARENT0063,PARENT0063,CHEMBL1089453,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0063:chembl=CHEMBL1089453,class=other_context",,
CM00197,GFLVZKRXMPGMCE-UHFFFAOYSA-N,Cc1cc(C)c2c(n1)oc1c(NC3CN(c4cc(Cl)ncc4Cl)C3)ncnc12,"InChI=1S/C19H16Cl2N6O/c1-9-3-10(2)25-19-15(9)16-17(28-19)18(24-8-23-16)26-11-6-27(7-11)13-4-14(21)22-5-12(13)20/h3-5,8,11H,6-7H2,1-2H3,(H,23,24,26)",confirmed_structure,PARENT0714,PARENT0714,CHEMBL5088165,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0714:chembl=CHEMBL5088165,class=weak_PAM",,
CM00198,GGICCFXRMDDUDS-UHFFFAOYSA-N,O=C(Nc1nc2cccnc2s1)c1cnccn1,"InChI=1S/C11H7N5OS/c17-9(8-6-12-4-5-13-8)16-11-15-7-2-1-3-14-10(7)18-11/h1-6H,(H,15,16,17)",confirmed_structure,PARENT0153,PARENT0153,CHEMBL2057411,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0153:chembl=CHEMBL2057411,class=other_context",,
CM00199,GHGAAXGCWQYTIR-UHFFFAOYSA-N,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3)c(=O)n3ccccc23)CC1,"InChI=1S/C28H31N5O2/c29-20-28(25-11-4-6-14-30-25)12-16-32(17-13-28)19-21-18-23(26(34)31-22-8-2-1-3-9-22)27(35)33-15-7-5-10-24(21)33/h4-7,10-11,14-15,18,22H,1-3,8-9,12-13,16-17,19H2,(H,31,34)",confirmed_structure,PARENT0180,PARENT0180,CHEMBL2204291,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0180:chembl=CHEMBL2204291,class=other_context",,
CM00200,GHSQSUDIFXYFKJ-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4ncc(C(F)(F)F)cn4)C3)c(N)c2c1C,"InChI=1S/C17H16F3N7OS/c1-7-8(2)25-26-15-11(7)12(21)13(29-15)14(28)24-10-5-27(6-10)16-22-3-9(4-23-16)17(18,19)20/h3-4,10H,5-6,21H2,1-2H3,(H,24,28)",confirmed_structure,PARENT0661,PARENT0661,CHEMBL4796921,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0661:chembl=CHEMBL4796921,class=pure_PAM",,
CM00201,GICJJOQXOQSQAO-UHFFFAOYSA-N,Cc1sc2ncnc(N3CCC(C(=O)N4CCCC4)CC3)c2c1C,"InChI=1S/C18H24N4OS/c1-12-13(2)24-17-15(12)16(19-11-20-17)21-9-5-14(6-10-21)18(23)22-7-3-4-8-22/h11,14H,3-10H2,1-2H3",confirmed_structure,PARENT0290,PARENT0290,CHEMBL3809603,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0290:chembl=CHEMBL3809603,class=weak_PAM",,
CM00202,GJBTVOXIYOZSSI-UHFFFAOYSA-N,Cc1c(Cl)c2nncn2c2sc(C(=O)NC3CC3)c(N)c12,"InChI=1S/C13H12ClN5OS/c1-5-7-9(15)10(12(20)17-6-2-3-6)21-13(7)19-4-16-18-11(19)8(5)14/h4,6H,2-3,15H2,1H3,(H,17,20)",confirmed_structure,PARENT0492,PARENT0492,CHEMBL4446894,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0492:chembl=CHEMBL4446894,class=pure_PAM",,
CM00203,GKAPJXSNQVCLGF-UHFFFAOYSA-N,Cc1ccc(OC2CCN(c3ccnc4ccc(F)cc34)CC2)cn1,"InChI=1S/C20H20FN3O/c1-14-2-4-17(13-23-14)25-16-7-10-24(11-8-16)20-6-9-22-19-5-3-15(21)12-18(19)20/h2-6,9,12-13,16H,7-8,10-11H2,1H3",confirmed_structure,PARENT0374,PARENT0374,CHEMBL4103287,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0374:chembl=CHEMBL4103287,class=weak_PAM",,
CM00204,GLEDNZYIDQROTO-UHFFFAOYSA-N,COc1ccc(C)c2sc(NC(=O)N3CCCC3)nc12,"InChI=1S/C14H17N3O2S/c1-9-5-6-10(19-2)11-12(9)20-13(15-11)16-14(18)17-7-3-4-8-17/h5-6H,3-4,7-8H2,1-2H3,(H,15,16,18)",confirmed_structure,PARENT0135,PARENT0135,CHEMBL2057404,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0135:chembl=CHEMBL2057404,class=weak_PAM",,
CM00205,GMAYXBGUYLNABW-UHFFFAOYSA-N,Cc1nc2sc3c(NC4CC4)ncnc3c2c(C)c1Cl,"InChI=1S/C14H13ClN4S/c1-6-9-11-12(20-14(9)18-7(2)10(6)15)13(17-5-16-11)19-8-3-4-8/h5,8H,3-4H2,1-2H3,(H,16,17,19)",confirmed,PARENT0805,PARENT0805,CHEMBL5589617,,13l;VU6008810,PARENT0805:confirmed,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0805:chembl=CHEMBL5589617,class=pure_PAM",,
CM00206,GMPQERBYEUXYQF-UHFFFAOYSA-N,COc1ccc(CNC(=O)CSc2nc(C)cc(C)c2C#N)c(F)c1F,"InChI=1S/C18H17F2N3O2S/c1-10-6-11(2)23-18(13(10)7-21)26-9-15(24)22-8-12-4-5-14(25-3)17(20)16(12)19/h4-6H,8-9H2,1-3H3,(H,22,24)",confirmed_structure,PARENT0242,PARENT0242,CHEMBL2435347,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0242:chembl=CHEMBL2435347,class=other_context",,
CM00207,GNJVMXKSTANFMC-UHFFFAOYSA-N,COc1ccc(OC2CCN(c3nc4oc(=O)[nH]c(=O)c4c(Cl)c3C)CC2)cn1,"InChI=1S/C19H19ClN4O5/c1-10-15(20)14-17(25)23-19(26)29-18(14)22-16(10)24-7-5-11(6-8-24)28-12-3-4-13(27-2)21-9-12/h3-4,9,11H,5-8H2,1-2H3,(H,23,25,26)",confirmed_structure,PARENT0436,PARENT0436,CHEMBL4211671,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0436:chembl=CHEMBL4211671,class=pure_PAM",,
CM00208,GNOLXGOPNDCNND-UHFFFAOYSA-N,Cc1cc(C2CC2)ncc1N1CC(NC(=O)c2sc3nnc(Cl)c(C)c3c2N)C1,"InChI=1S/C20H21ClN6OS/c1-9-5-13(11-3-4-11)23-6-14(9)27-7-12(8-27)24-19(28)17-16(22)15-10(2)18(21)25-26-20(15)29-17/h5-6,11-12H,3-4,7-8,22H2,1-2H3,(H,24,28)",confirmed_structure,PARENT0654,PARENT0654,CHEMBL4760902,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0654:chembl=CHEMBL4760902,class=pure_PAM",,
CM00209,GNPWOLCVUWTLJZ-UHFFFAOYSA-N,Cc1ccc(-c2cnn(Cc3ccccc3)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C25H22N4O/c1-17-8-11-22(21-13-26-29(16-21)14-18-6-4-3-5-7-18)24(27-17)19-9-10-20-15-28(2)25(30)23(20)12-19/h3-13,16H,14-15H2,1-2H3",confirmed_structure,PARENT0847,PARENT0847,CHEMBL5624607,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0847:chembl=CHEMBL5624607,class=pure_PAM",,
CM00210,GOWAKXRORUSYKE-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(O)c(F)c3)c(N)c2c1C,"InChI=1S/C16H15FN4O2S/c1-7-8(2)20-21-16-12(7)13(18)14(24-16)15(23)19-6-9-3-4-11(22)10(17)5-9/h3-5,22H,6,18H2,1-2H3,(H,19,23)",confirmed_structure,PARENT0731,PARENT0731,CHEMBL5282936,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0731:chembl=CHEMBL5282936,class=pure_PAM",,
CM00211,GQNHQHGNTNCHJY-UHFFFAOYSA-N,COc1c(F)cc(CNC(=O)c2sc3nnc(C)c(C)c3c2N)cc1F,"InChI=1S/C17H16F2N4O2S/c1-7-8(2)22-23-17-12(7)13(20)15(26-17)16(24)21-6-9-4-10(18)14(25-3)11(19)5-9/h4-5H,6,20H2,1-3H3,(H,21,24)",confirmed_structure,PARENT0726,PARENT0726,CHEMBL5285036,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0726:chembl=CHEMBL5285036,class=pure_PAM",,
CM00212,GQTGXEZWVWUPJM-UHFFFAOYSA-N,Cc1c2cc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ccc2nn1C,"InChI=1S/C18H17Cl2N5O/c1-10-13-5-11(3-4-15(13)23-24(10)2)18(26)22-12-8-25(9-12)16-6-17(20)21-7-14(16)19/h3-7,12H,8-9H2,1-2H3,(H,22,26)",confirmed_structure,PARENT0582,PARENT0582,CHEMBL4632555,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0582:chembl=CHEMBL4632555,class=pure_PAM",,
CM00213,GRHMMJHPAWJJGH-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(=O)NCc3cccc(F)c3F)sc2n1,"InChI=1S/C17H15F2N3OS/c1-8-6-9(2)22-17-12(8)14(20)15(24-17)16(23)21-7-10-4-3-5-11(18)13(10)19/h3-6H,7,20H2,1-2H3,(H,21,23)",confirmed_structure,PARENT0257,PARENT0257,CHEMBL2435357,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0257:chembl=CHEMBL2435357,class=pure_PAM",,
CM00214,GROYXXZGAZWGRU-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4ccccn4)C3)c(N)c2c1C,"InChI=1S/C17H18N6OS/c1-9-10(2)21-22-17-13(9)14(18)15(25-17)16(24)20-11-7-23(8-11)12-5-3-4-6-19-12/h3-6,11H,7-8,18H2,1-2H3,(H,20,24)",confirmed_structure,PARENT0356,PARENT0356,CHEMBL4090871,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0356:chembl=CHEMBL4090871,class=pure_PAM",,
CM00215,GSNUOLPDGSSMCI-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(O)c3ccc(F)c(Cl)c3)sc2n1,"InChI=1S/C16H14ClFN2OS/c1-7-5-8(2)20-16-12(7)13(19)15(22-16)14(21)9-3-4-11(18)10(17)6-9/h3-6,14,21H,19H2,1-2H3",confirmed_structure,PARENT0560,PARENT0560,CHEMBL4564233,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0560:chembl=CHEMBL4564233,class=inactive_tested",,
CM00216,GTQXMAIXVFLYKF-UHFFFAOYSA-N,CC1=C(CCO)SC2=Nc3nc(C)ncc3CN21,"InChI=1S/C12H14N4OS/c1-7-10(3-4-17)18-12-15-11-9(6-16(7)12)5-13-8(2)14-11/h5,17H,3-4,6H2,1-2H3",confirmed_structure,PARENT0876,PARENT0876,,thiochrome,thiochrome,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0876:chembl=-,class=pure_PAM",,
